# MISSION PROFILE DATA
# Timestamp: 2026-06-18 17:47:55
# Deep Target: 1.40 m
# Shallow Target: 0.40 m
# Profile Count: 1
# Arrival Tolerance: 0.33 m
# Hold Duration: 20 s
# PID: P=20.00, I=0.10, D=10.00
# Neutral ADC: 1615
# Bounds: 120 to 3900
# Depth Offset: -0.095 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC)
75.02,1.909,120.59,2293,2497
75.23,1.915,120.65,2325,2504
75.23,1.918,120.68,2362,2504
75.30,1.922,120.72,2390,2504
75.40,1.921,120.71,2422,2504
75.50,1.925,120.76,2440,2504
75.61,1.924,120.74,2464,2504
75.73,1.926,120.76,2484,2504
75.93,1.926,120.76,2496,2504
75.93,1.928,120.78,2498,2504
76.00,1.921,120.71,2498,2504
76.12,1.922,120.72,2498,2504
76.33,1.921,120.71,2498,2504
76.33,1.922,120.72,2498,2504
76.40,1.916,120.66,2498,2504
76.51,1.915,120.65,2498,2504
76.62,1.911,120.61,2498,2504
76.81,1.905,120.55,2498,2504
76.81,1.903,120.53,2497,2504
76.90,1.897,120.46,2496,2504
77.05,1.888,120.37,2498,2503
77.11,1.884,120.33,2497,2503
77.25,1.876,120.25,2498,2503
77.30,1.870,120.20,2497,2503
77.41,1.861,120.11,2497,2503
77.53,1.854,120.03,2497,2503
77.71,1.838,119.88,2498,2503
77.71,1.839,119.88,2496,2503
77.80,1.829,119.78,2498,2503
77.95,1.815,119.65,2498,2503
78.01,1.809,119.58,2499,2503
78.21,1.790,119.39,2498,2503
78.21,1.786,119.34,2498,2503
78.30,1.778,119.27,2497,2503
78.40,1.767,119.15,2496,2503
78.52,1.750,118.98,2497,2502
78.71,1.723,118.71,2498,2502
78.71,1.727,118.75,2497,2502
78.81,1.718,118.66,2496,2502
78.98,1.693,118.40,2497,2502
79.03,1.686,118.34,2497,2502
79.17,1.670,118.18,2497,2502
79.20,1.659,118.07,2497,2502
79.30,1.648,117.95,2497,2502
79.40,1.632,117.79,2497,2501
79.50,1.619,117.66,2498,2501
79.69,1.588,117.35,2497,2501
79.75,1.579,117.26,2498,2501
79.89,1.554,117.00,2497,2501
79.90,1.555,117.02,2497,2501
80.02,1.536,116.82,2497,2501
80.23,1.504,116.50,2499,2501
80.24,1.501,116.47,2498,2501
80.30,1.492,116.38,2497,2500
80.41,1.471,116.17,2498,2500
80.51,1.455,116.01,2497,2500
80.71,1.417,115.62,2497,2500
80.71,1.422,115.68,2497,2500
80.81,1.405,115.50,2497,2500
80.90,1.386,115.31,2498,2500
81.04,1.362,115.07,2498,2498
81.24,1.323,114.67,2498,2495
81.24,1.326,114.70,2497,2492
81.30,1.316,114.60,2498,2486
81.40,1.292,114.36,2498,2479
81.55,1.266,114.10,2497,2470
81.61,1.253,113.97,2498,2459
81.75,1.231,113.74,2497,2447
81.81,1.217,113.61,2496,2434
81.90,1.199,113.42,2480,2419
82.05,1.175,113.18,2463,2403
82.11,1.162,113.05,2445,2384
82.28,1.125,112.68,2418,2365
82.30,1.118,112.61,2398,2343
82.40,1.100,112.42,2377,2320
82.51,1.084,112.27,2355,2296
82.63,1.060,112.02,2334,2271
